tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
SPAC644.16	-	-	SPAC644.16	-	-	I:2701587-2703006	-	-	104.274	97.5245	111.023	OK
SPAC644.17c	-	-	SPAC644.17c	mrpl9	-	I:2701419-2703846	-	-	30.4328	28.0342	32.8315	OK
SPAC644.18c	-	-	SPAC644.18c	bet3	-	I:2704212-2705633	-	-	38.8155	35.48	42.1509	OK
SPAC652.01	-	-	SPAC652.01	-	-	I:3281407-3283071	-	-	21.6488	19.2925	24.0051	OK
SPAC664.01c	-	-	SPAC664.01c	swi6	-	I:1702405-1704073	-	-	86.2631	82.0621	90.4641	OK
SPAC664.02c	-	-	SPAC664.02c	arp8	-	I:1704814-1707384	-	-	49.977	47.282	52.6721	OK
SPAC664.03	-	-	SPAC664.03	paf1	-	I:1708727-1710347	-	-	110.756	105.857	115.656	OK
SPAC664.04c	-	-	SPAC664.04c	rps1602	-	I:1710472-1711124	-	-	1342.98	1306.58	1379.38	OK
SPAC664.05	-	-	SPAC664.05	rpl13	-	I:1711135-1712043	-	-	1889.21	1860.43	1917.99	OK
SPAC664.06	-	-	SPAC664.06	rlp7	-	I:1712783-1713921	-	-	414.565	392.923	436.207	OK
SPAC664.07c	-	-	SPAC664.07c	rad9	-	I:1713919-1715807	-	-	11.2243	9.65203	12.7965	OK
SPAC664.08c	-	-	SPAC664.08c	bfr2	-	I:1716009-1717792	-	-	116.373	111.441	121.305	OK
SPAC664.09	-	-	SPAC664.09	ggt1	-	I:1718919-1721701	-	-	41.9914	39.7794	44.2033	OK
SPAC664.10	-	-	SPAC664.10	klp2	-	I:1721898-1724902	-	-	37.6939	35.6563	39.7315	OK
SPAC664.11	-	-	SPAC664.11	ssc1	-	I:1725857-1728189	-	-	654.919	626.23	683.608	OK
SPAC664.12c	-	-	SPAC664.12c	-	-	I:1728141-1730784	-	-	9.49946	8.32094	10.678	OK
SPAC664.13	-	-	SPAC664.13	-	-	I:1729504-1729858	-	-	13.2708	8.06916	18.4725	OK
SPAC664.14	-	-	SPAC664.14	amt2	-	I:1731082-1733268	-	-	88.249	83.0697	93.4282	OK
SPAC664.15	-	-	SPAC664.15	caf4	-	I:1734380-1737307	-	-	19.6861	18.2116	21.1606	OK
SPAC683.02c	-	-	SPAC683.02c	-	-	I:4197465-4198686	-	-	56.9931	52.2379	61.7483	OK
SPAC683.03	-	-	SPAC683.03	-	-	I:4195641-4196021	-	-	0	0	0	OK
SPAC688.02c	-	-	SPAC688.02c	mis14	-	I:3113451-3114574	-	-	23.7503	20.3974	27.1032	OK
SPAC688.03c	-	-	SPAC688.03c	-	-	I:3114507-3115380	-	-	12.8469	10.098	15.5958	OK
SPAC688.04c	-	-	SPAC688.04c	gst3	-	I:3115638-3116928	-	-	28.0642	25.0252	31.1032	OK
SPAC688.06c	-	-	SPAC688.06c	slx4	-	I:3116879-3119162	-	-	6.74418	5.68975	7.79861	OK
SPAC688.07c	-	-	SPAC688.07c	-	-	I:3119218-3122605	-	-	76.8599	72.6871	81.0327	OK
SPAC688.08	-	-	SPAC688.08	srb8	-	I:3123162-3126653	-	-	22.7976	21.326	24.2691	OK
SPAC688.09	-	-	SPAC688.09	-	-	I:3127537-3129464	-	-	36.9893	34.3953	39.5833	OK
SPAC688.10	-	-	SPAC688.10	rev3	-	I:3129706-3134492	-	-	13.8234	12.8659	14.7809	OK
SPAC688.11	-	-	SPAC688.11	end4	-	I:3134961-3138666	-	-	83.7426	79.3584	88.1269	OK
SPAC688.12c	-	-	SPAC688.12c	-	-	I:3138673-3139779	-	-	71.2018	65.4849	76.9187	OK
SPAC688.13	-	-	SPAC688.13	scn3	-	I:3139394-3141117	-	-	12.2992	10.6469	13.9515	OK
SPAC688.14	-	-	SPAC688.14	set13	-	I:3141222-3143183	-	-	24.786	22.3777	27.1943	OK
SPAC688.16	-	-	SPAC688.16	-	-	I:3143863-3144530	-	-	38.9004	33.3693	44.4314	OK
SPAC694.02	-	-	SPAC694.02	-	-	I:4200147-4205612	-	-	210.86	201.489	220.232	OK
SPAC694.03	-	-	SPAC694.03	-	-	I:4205732-4207777	-	-	15.9588	14.1763	17.7413	OK
SPAC694.04c	-	-	SPAC694.04c	-	-	I:4206692-4208253	-	-	176.227	165.942	186.512	OK
SPAC694.05c	-	-	SPAC694.05c	rps2502	-	I:4208427-4208903	-	-	582.399	550.306	614.492	OK
SPAC694.06c	-	-	SPAC694.06c	mrc1	-	I:4209202-4212453	-	-	42.7209	40.0039	45.4378	OK
SPAC6B12.02c	-	-	SPAC6B12.02c	mus7	-	I:2408135-2414091	-	-	19.3594	18.0691	20.6496	OK
SPAC6B12.03c	-	-	SPAC6B12.03c	-	-	I:2414050-2415271	-	-	0.734447	0.24727	1.22162	OK
SPAC6B12.04c	-	-	SPAC6B12.04c	-	-	I:2415951-2418241	-	-	47.9822	44.6753	51.2891	OK
SPAC6B12.05c	-	-	SPAC6B12.05c	ies2	-	I:2418660-2419945	-	-	123.486	115.691	131.281	OK
SPAC6B12.06c	-	-	SPAC6B12.06c	rrg9	-	I:2419903-2421354	-	-	6.71047	5.3978	8.02314	OK
SPAC6B12.07c	-	-	SPAC6B12.07c	-	-	I:2421445-2423898	-	-	40.4518	38.1256	42.778	OK
SPAC6B12.08	-	-	SPAC6B12.08	mug185	-	I:2425756-2427967	-	-	15.8461	14.1103	17.5819	OK
SPAC6B12.09	-	-	SPAC6B12.09	trm10	-	I:2427901-2429090	-	-	65.7357	60.4713	71.0001	OK
SPAC6B12.10c	-	-	SPAC6B12.10c	spp1	-	I:2428975-2430742	-	-	28.3452	25.6582	31.0321	OK
SPAC6B12.11	-	-	SPAC6B12.11	drc1	-	I:2430774-2432838	-	-	26.0575	23.6772	28.4378	OK
SPAC6B12.12	-	-	SPAC6B12.12	tom70	-	I:2433331-2435623	-	-	290.84	277.191	304.489	OK
SPAC6B12.13	-	-	SPAC6B12.13	-	-	I:2435832-2437020	-	-	42.885	38.3733	47.3968	OK
SPAC6B12.14c	-	-	SPAC6B12.14c	-	-	I:2435527-2437498	-	-	38.4912	35.4634	41.519	OK
SPAC6B12.15	-	-	SPAC6B12.15	cpc2	-	I:2439436-2441027	-	-	1665.12	1592.63	1737.61	OK
SPAC6B12.16	-	-	SPAC6B12.16	meu26	-	I:2442588-2443829	-	-	0.481308	0.0568343	0.905782	OK
SPAC6B12.18	-	-	SPAC6B12.18	gon7	-	I:2416131-2416772	-	-	104.057	94.5223	113.591	OK
SPAC6B12.19	-	-	SPAC6B12.19	rsa3	-	I:2427532-2427775	-	-	74.5923	53.8108	95.3737	OK
SPAC6C3.02c	-	-	SPAC6C3.02c	-	-	I:2324480-2325288	-	-	248.188	233.026	263.351	OK
SPAC6C3.03c	-	-	SPAC6C3.03c	-	-	I:2326199-2328187	-	-	1.50748	0.973874	2.04108	OK
SPAC6C3.04	-	-	SPAC6C3.04	cit1	-	I:2327766-2330289	-	-	119.472	112.543	126.401	OK
SPAC6C3.05	-	-	SPAC6C3.05	-	-	I:2330832-2332240	-	-	6.2052	4.92146	7.48894	OK
SPAC6C3.06c	-	-	SPAC6C3.06c	-	-	I:2330819-2335555	-	-	28.4913	26.6581	30.3246	OK
SPAC6C3.07	-	-	SPAC6C3.07	mug68	-	I:2336033-2337768	-	-	1.36673	0.839613	1.89384	OK
SPAC6C3.08	-	-	SPAC6C3.08	nas6	-	I:2338102-2339312	-	-	26.0671	23.0473	29.087	OK
SPAC6C3.09	-	-	SPAC6C3.09	rpp40	-	I:2339835-2341304	-	-	33.8878	30.4019	37.3738	OK
SPAC6F12.02	-	-	SPAC6F12.02	rst2	-	I:1309675-1313429	-	-	31.0466	28.9708	33.1223	OK
SPAC6F12.03c	-	-	SPAC6F12.03c	fsv1	-	I:1313235-1314511	-	-	22.5073	19.8121	25.2024	OK
SPAC6F12.04	-	-	SPAC6F12.04	-	-	I:1316007-1316643	-	-	97.6646	89.3357	105.993	OK
SPAC6F12.05c	-	-	SPAC6F12.05c	tnr3	-	I:1316980-1320472	-	-	25.3555	23.4986	27.2125	OK
SPAC6F12.06	-	-	SPAC6F12.06	-	-	I:1318941-1321136	-	-	71.2564	66.8346	75.6782	OK
SPAC6F12.07	-	-	SPAC6F12.07	tom20	-	I:1321090-1322357	-	-	294.083	277.237	310.929	OK
SPAC6F12.08c	-	-	SPAC6F12.08c	-	-	I:1321921-1324634	-	-	21.2341	19.3452	23.1231	OK
SPAC6F12.09	-	-	SPAC6F12.09	rdp1	-	I:1324590-1329061	-	-	17.8417	16.4843	19.199	OK
SPAC6F12.10c	-	-	SPAC6F12.10c	ade3	-	I:1329090-1333409	-	-	316.226	302.318	330.135	OK
SPAC6F12.11c	-	-	SPAC6F12.11c	sfc1	-	I:1333346-1335669	-	-	28.8829	26.474	31.2918	OK
SPAC6F12.12	-	-	SPAC6F12.12	par2	-	I:1335435-1338402	-	-	40.4083	37.6384	43.1783	OK
SPAC6F12.13c	-	-	SPAC6F12.13c	fps1	-	I:1338364-1339942	-	-	242.654	229.463	255.845	OK
SPAC6F12.14	-	-	SPAC6F12.14	cut23	-	I:1340219-1342448	-	-	22.1789	19.9813	24.3765	OK
SPAC6F12.15c	-	-	SPAC6F12.15c	cut9	-	I:1342056-1344857	-	-	19.7114	17.9563	21.4666	OK
SPAC6F12.16c	-	-	SPAC6F12.16c	mtr4	-	I:1344923-1348614	-	-	90.4293	85.7428	95.1158	OK
SPAC6F12.17	-	-	SPAC6F12.17	rna14	-	I:1348686-1351231	-	-	53.7732	51.1187	56.4277	OK
SPAC6F6.01	-	-	SPAC6F6.01	cch1	-	I:2725989-2732444	-	-	24.2551	22.7737	25.7365	OK
SPAC6F6.02c	-	-	SPAC6F6.02c	pof5	-	I:2732372-2733967	-	-	17.8347	15.7239	19.9456	OK
SPAC6F6.03c	-	-	SPAC6F6.03c	-	-	I:2734030-2736306	-	-	158.413	149.949	166.876	OK
SPAC6F6.04c	-	-	SPAC6F6.04c	-	-	I:2736503-2739280	-	-	7.26397	6.28811	8.23983	OK
SPAC6F6.05	-	-	SPAC6F6.05	ost2	-	I:2740495-2741450	-	-	161.903	151.167	172.64	OK
SPAC6F6.06c	-	-	SPAC6F6.06c	rax2	-	I:2741000-2745312	-	-	32.7651	30.7012	34.829	OK
SPAC6F6.07c	-	-	SPAC6F6.07c	rps13	-	I:2745871-2746733	-	-	2149.39	2052.53	2246.24	OK
SPAC6F6.08c	-	-	SPAC6F6.08c	cdc16	-	I:2746666-2748180	-	-	19.9016	17.271	22.5322	OK
SPAC6F6.09	-	-	SPAC6F6.09	eaf6	-	I:2748832-2749765	-	-	37.6535	33.2216	42.0853	OK
SPAC6F6.10c	-	-	SPAC6F6.10c	arc2	-	I:2749723-2751060	-	-	85.978	79.9311	92.0248	OK
SPAC6F6.11c	-	-	SPAC6F6.11c	-	-	I:2751269-2752933	-	-	33.5768	30.402	36.7517	OK
SPAC6F6.12	-	-	SPAC6F6.12	-	-	I:2754501-2756380	-	-	50.5745	46.7649	54.384	OK
SPAC6F6.13c	-	-	SPAC6F6.13c	-	-	I:2756317-2758924	-	-	36.6789	34.0435	39.3142	OK
SPAC6F6.15	-	-	SPAC6F6.15	ypt5	-	I:2761906-2763604	-	-	108.62	101.216	116.023	OK
SPAC6F6.16c	-	-	SPAC6F6.16c	tpz1	-	I:2762474-2765950	-	-	23.1083	21.293	24.9236	OK
SPAC6F6.17	-	-	SPAC6F6.17	rif1	-	I:2766282-2770704	-	-	62.3327	58.9987	65.6668	OK
SPAC6F6.19	-	-	SPAC6F6.19	-	-	I:2759154-2759709	-	-	87.4058	74.2304	100.581	OK
SPAC6G10.02c	-	-	SPAC6G10.02c	tea3	-	I:3214512-3218471	-	-	50.5999	48.5923	52.6075	OK
SPAC6G10.03c	-	-	SPAC6G10.03c	-	-	I:3218510-3220729	-	-	44.404	41.8277	46.9803	OK
SPAC6G10.04c	-	-	SPAC6G10.04c	pre5	-	I:3220848-3222193	-	-	163.021	155.556	170.485	OK
SPAC6G10.05c	-	-	SPAC6G10.05c	trs120	-	I:3222367-3226283	-	-	42.1974	40.3266	44.0683	OK
SPAC6G10.06	-	-	SPAC6G10.06	-	-	I:3226928-3228192	-	-	0.805636	0.271238	1.34003	OK
SPAC6G10.07	-	-	SPAC6G10.07	cbc1	-	I:3228496-3231398	-	-	75.3547	71.0727	79.6368	OK
SPAC6G10.08	-	-	SPAC6G10.08	idp1	-	I:3231334-3232976	-	-	200.742	190.202	211.281	OK
SPAC6G10.09	-	-	SPAC6G10.09	-	-	I:3233579-3237281	-	-	117.037	111.237	122.838	OK
SPAC6G10.10c	-	-	SPAC6G10.10c	-	-	I:3236178-3237503	-	-	19.4589	17.0195	21.8984	OK
SPAC6G10.11c	-	-	SPAC6G10.11c	ubi3	-	I:3237894-3238422	-	-	8431.63	8342.83	8520.43	OK
SPAC6G10.12c	-	-	SPAC6G10.12c	ace2	-	I:3239231-3241177	-	-	18.82	16.8446	20.7955	OK
SPAC6G9.01c	-	-	SPAC6G9.01c	-	-	I:3241117-3242432	-	-	57.6413	51.8437	63.4389	OK
SPAC6G9.02c	-	-	SPAC6G9.02c	nop9	-	I:3243107-3245369	-	-	124.147	119.9	128.394	OK
SPAC6G9.03c	-	-	SPAC6G9.03c	mug183	-	I:3246184-3247774	-	-	20.854	18.644	23.0641	OK
SPAC6G9.04	-	-	SPAC6G9.04	spo7	-	I:3247788-3252881	-	-	15.4489	14.4706	16.4271	OK
SPAC6G9.05	-	-	SPAC6G9.05	pcd1	-	I:3253201-3254430	-	-	22.1696	19.3838	24.9555	OK
SPAC6G9.06c	-	-	SPAC6G9.06c	pcp1	-	I:3254400-3258320	-	-	27.4669	25.5857	29.3481	OK
SPAC6G9.07c	-	-	SPAC6G9.07c	arc4	-	I:3258470-3259527	-	-	164.61	154.565	174.655	OK
SPAC6G9.08	-	-	SPAC6G9.08	ubp6	-	I:3259563-3262222	-	-	48.6616	45.4877	51.8356	OK
SPAC6G9.09c	-	-	SPAC6G9.09c	rpl2401	-	I:3261415-3261954	-	-	1066.1	1012.25	1119.95	OK
SPAC6G9.10c	-	-	SPAC6G9.10c	sen1	-	I:3262404-3268066	-	-	50.8746	48.1829	53.5663	OK
SPAC6G9.11	-	-	SPAC6G9.11	syb1	-	I:3267460-3269670	-	-	117.816	111.327	124.305	OK
SPAC6G9.12	-	-	SPAC6G9.12	cfr1	-	I:3270190-3272367	-	-	96.8723	91.3105	102.434	OK
SPAC6G9.13c	-	-	SPAC6G9.13c	bqt1	-	I:3272075-3272699	-	-	7.74262	4.74536	10.7399	OK
SPAC6G9.14	-	-	SPAC6G9.14	-	-	I:3273939-3278265	-	-	24.1116	22.4393	25.7838	OK
SPAC6G9.15c	-	-	SPAC6G9.15c	-	-	I:3276491-3278586	-	-	24.5856	22.3496	26.8215	OK
SPAC6G9.16c	-	-	SPAC6G9.16c	-	-	I:3278836-3280232	-	-	13.4152	11.3526	15.4778	OK
SPAC732.01	-	-	SPAC732.01	vma11	-	I:2057514-2058739	-	-	104.416	96.9066	111.925	OK
SPAC732.02c	-	-	SPAC732.02c	-	-	I:2059062-2060999	-	-	59.343	56.1227	62.5633	OK
SPAC750.01	-	-	SPAC750.01	-	-	I:5555715-5556768	-	-	86.9405	81.3638	92.5173	OK
SPAC750.02c	-	-	SPAC750.02c	-	-	I:5560188-5561901	-	-	0.321897	0.0290043	0.61479	OK
SPAC750.03c	-	-	SPAC750.03c	-	-	I:5562607-5563045	-	-	0.476423	0	1.51544	OK
SPAC750.04c	-	-	SPAC750.04c	-	-	I:5564210-5564651	-	-	0.15681	0	0.784051	OK
SPAC750.05c	-	-	SPAC750.05c	-	-	I:5565880-5567337	-	-	8.48213	7.05603	9.90823	OK
SPAC750.06c	-	-	SPAC750.06c	-	-	I:5568902-5569803	-	-	6.45836	4.69118	8.22554	OK
SPAC750.07c	-	-	SPAC750.07c	-	-	I:5575192-5575564	-	-	2.71602	0.247739	5.18431	OK
SPAC750.08c	-	-	SPAC750.08c	-	-	I:5578446-5579133	-	-	5.44223	3.55574	7.32872	OK
SPAC767.01c	-	-	SPAC767.01c	vps1	-	I:1996773-1999613	-	-	87.7755	82.9319	92.619	OK
SPAC7D4.02c	-	-	SPAC7D4.02c	sfp47	-	I:2637652-2639631	-	-	30.1175	27.3099	32.9252	OK
SPAC7D4.03c	-	-	SPAC7D4.03c	-	-	I:2633756-2637156	-	-	40.0049	38.0685	41.9413	OK
SPAC7D4.04	-	-	SPAC7D4.04	atg11	-	I:2630447-2633728	-	-	40.8466	38.851	42.8422	OK
SPAC7D4.05	-	-	SPAC7D4.05	-	-	I:2628634-2630262	-	-	19.0242	16.908	21.1405	OK
SPAC7D4.06c	-	-	SPAC7D4.06c	alg3	-	I:2626415-2628282	-	-	20.493	18.3775	22.6086	OK
SPAC7D4.07c	-	-	SPAC7D4.07c	trx1	-	I:2625315-2625855	-	-	737.809	697.898	777.72	OK
SPAC7D4.08	-	-	SPAC7D4.08	-	-	I:2624050-2625332	-	-	4.98921	3.78102	6.1974	OK
SPAC7D4.09c	-	-	SPAC7D4.09c	-	-	I:2622359-2623585	-	-	14.3838	12.1758	16.5918	OK
SPAC7D4.10	-	-	SPAC7D4.10	vma13	-	I:2620294-2622315	-	-	97.9131	91.6014	104.225	OK
SPAC7D4.11c	-	-	SPAC7D4.11c	sec39	-	I:2617855-2620433	-	-	21.8855	19.9804	23.7906	OK
SPAC7D4.12c	-	-	SPAC7D4.12c	-	-	I:2614748-2617595	-	-	14.2282	12.951	15.5055	OK
SPAC7D4.13c	-	-	SPAC7D4.13c	-	-	I:2613106-2614473	-	-	18.6239	16.3415	20.9062	OK
SPAC7D4.14c	-	-	SPAC7D4.14c	iss10	-	I:2610965-2613002	-	-	24.9551	22.6716	27.2386	OK
SPAC7D4.15c	-	-	SPAC7D4.15c	ost4	-	I:2623939-2624038	-	-	3366.51	2697.77	4035.24	OK
SPAC806.02c	-	-	SPAC806.02c	-	-	I:233031-235164	-	-	72.7566	68.195	77.3182	OK
SPAC806.03c	-	-	SPAC806.03c	rps2601	-	I:235532-236104	-	-	974.131	924.956	1023.31	OK
SPAC806.04c	-	-	SPAC806.04c	-	-	I:241007-243122	-	-	44.6598	41.8507	47.4688	OK
SPAC806.05	-	-	SPAC806.05	-	-	I:244213-247574	-	-	8.13903	7.18309	9.09498	OK
SPAC806.06c	-	-	SPAC806.06c	-	-	I:244205-247074	-	-	32.6822	30.3244	35.04	OK
SPAC806.07	-	-	SPAC806.07	ndk1	-	I:247820-248560	-	-	135.688	125.277	146.098	OK
SPAC806.08c	-	-	SPAC806.08c	mod21	-	I:248578-250983	-	-	18.6531	17.0246	20.2816	OK
SPAC806.11	-	-	SPAC806.11	-	-	I:237022-237885	-	-	17.5959	13.4255	21.7662	OK
SPAC821.03c	-	-	SPAC821.03c	slf1	-	I:981472-983481	-	-	55.9426	52.8839	59.0013	OK
SPAC821.04c	-	-	SPAC821.04c	cid13	-	I:983566-987084	-	-	18.4783	17.1776	19.7791	OK
SPAC821.05	-	-	SPAC821.05	-	-	I:988075-989866	-	-	220.509	209.029	231.989	OK
SPAC821.06	-	-	SPAC821.06	spn2	-	I:990191-991889	-	-	64.1262	59.3197	68.9328	OK
SPAC821.07c	-	-	SPAC821.07c	moc3	-	I:991631-994230	-	-	25.5643	23.4741	27.6544	OK
SPAC821.08c	-	-	SPAC821.08c	slp1	-	I:994940-997625	-	-	60.0243	56.3486	63.7	OK
SPAC821.09	-	-	SPAC821.09	eng1	-	I:998685-1002361	-	-	126.544	123.223	129.866	OK
SPAC821.10c	-	-	SPAC821.10c	sod1	-	I:1002837-1004804	-	-	306.635	299.307	313.964	OK
SPAC821.11	-	-	SPAC821.11	pro1	-	I:1006258-1008003	-	-	85.1577	81.0934	89.2221	OK
SPAC821.12	-	-	SPAC821.12	orb6	-	I:1008214-1010318	-	-	63.8152	60.33	67.3003	OK
SPAC821.13c	-	-	SPAC821.13c	-	-	I:1010342-1015415	-	-	37.3371	35.8225	38.8516	OK
SPAC823.02	-	-	SPAC823.02	-	-	I:2583803-2584233	-	-	104.926	91.2159	118.636	OK
SPAC823.03	-	-	SPAC823.03	ppk15	-	I:2585171-2587474	-	-	39.9612	37.537	42.3853	OK
SPAC823.04	-	-	SPAC823.04	-	-	I:2587695-2588620	-	-	121.725	114.074	129.375	OK
SPAC823.05c	-	-	SPAC823.05c	tlg2	-	I:2588667-2590139	-	-	48.9066	45.4249	52.3883	OK
SPAC823.06	-	-	SPAC823.06	taf3	-	I:2590237-2590780	-	-	30.9746	25.7576	36.1917	OK
SPAC823.07	-	-	SPAC823.07	-	-	I:2591412-2592545	-	-	38.2658	34.3837	42.148	OK
SPAC823.08c	-	-	SPAC823.08c	-	-	I:2592452-2594218	-	-	74.7322	69.8241	79.6404	OK
SPAC823.09c	-	-	SPAC823.09c	-	-	I:2594544-2595978	-	-	18.3813	16.1023	20.6602	OK
SPAC823.10c	-	-	SPAC823.10c	-	-	I:2596102-2597495	-	-	18.9924	16.586	21.3989	OK
SPAC823.11	-	-	SPAC823.11	sgp1	-	I:2598196-2600285	-	-	45.8246	43.0384	48.6108	OK
SPAC823.12	-	-	SPAC823.12	vps11	-	I:2601068-2604177	-	-	40.7158	38.0521	43.3796	OK
SPAC823.13c	-	-	SPAC823.13c	-	-	I:2604050-2605296	-	-	27.0253	23.9975	30.0531	OK
SPAC823.14	-	-	SPAC823.14	ptf1	-	I:2605756-2607414	-	-	66.0476	61.037	71.0581	OK
SPAC823.15	-	-	SPAC823.15	ppa1	-	I:2607669-2609360	-	-	75.2719	70.1182	80.4255	OK
SPAC823.16c	-	-	SPAC823.16c	atg1802	-	I:2609180-2611001	-	-	11.4586	9.80226	13.115	OK
SPAC824.02	-	-	SPAC824.02	bst1	-	I:1684600-1688865	-	-	18.929	17.5032	20.3548	OK
SPAC824.03c	-	-	SPAC824.03c	-	-	I:1688750-1690187	-	-	22.0563	19.5492	24.5635	OK
SPAC824.04	-	-	SPAC824.04	-	-	I:1690186-1691715	-	-	19.2296	16.9796	21.4797	OK
SPAC824.05	-	-	SPAC824.05	vps16	-	I:1691931-1694964	-	-	18.6761	17.0126	20.3397	OK
SPAC824.06	-	-	SPAC824.06	tim14	-	I:1694905-1696484	-	-	49.7726	45.7569	53.7884	OK
SPAC824.07	-	-	SPAC824.07	-	-	I:1696421-1697726	-	-	65.7808	60.4622	71.0995	OK
SPAC824.08	-	-	SPAC824.08	gda1	-	I:1697805-1700162	-	-	46.5248	43.3193	49.7303	OK
SPAC824.09c	-	-	SPAC824.09c	-	-	I:1700132-1701704	-	-	65.4129	60.2792	70.5466	OK
SPAC869.01	-	-	SPAC869.01	-	-	I:5521274-5523181	-	-	0.0877724	0	0.212075	OK
SPAC869.02c	-	-	SPAC869.02c	-	-	I:5517864-5519950	-	-	51.3919	48.5216	54.2621	OK
SPAC869.03c	-	-	SPAC869.03c	-	-	I:5512756-5514865	-	-	0.156946	0	0.313967	OK
SPAC869.04	-	-	SPAC869.04	-	-	I:5511136-5512369	-	-	0.362947	0.0383174	0.687577	OK
SPAC869.05c	-	-	SPAC869.05c	-	-	I:5505582-5508782	-	-	5.5651	4.8075	6.32271	OK
SPAC869.06c	-	-	SPAC869.06c	-	-	I:5502559-5503291	-	-	0	0	0	OK
SPAC869.07c	-	-	SPAC869.07c	mel1	-	I:5499767-5501236	-	-	0.236253	0	0.472621	OK
SPAC869.08	-	-	SPAC869.08	pcm2	-	I:5497917-5499280	-	-	0.257832	0	0.51579	OK
SPAC869.09	-	-	SPAC869.09	-	-	I:5496843-5497448	-	-	0.557524	0	1.31305	OK
SPAC869.10c	-	-	SPAC869.10c	put4	-	I:5492901-5495156	-	-	8.52823	7.34614	9.71032	OK
SPAC869.11	-	-	SPAC869.11	cat1	-	I:5489133-5491791	-	-	74.85	71.8299	77.8701	OK
SPAC890.02c	-	-	SPAC890.02c	alp7	-	I:5002399-5004518	-	-	26.5806	24.5284	28.6328	OK
SPAC890.03	-	-	SPAC890.03	ppk16	-	I:5004614-5007087	-	-	28.4771	26.079	30.8753	OK
SPAC890.04c	-	-	SPAC890.04c	-	-	I:5007015-5009628	-	-	102.356	96.6053	108.107	OK
SPAC890.05	-	-	SPAC890.05	-	-	I:5009364-5010806	-	-	108.63	101.787	115.473	OK
SPAC890.06	-	-	SPAC890.06	nup155	-	I:5011682-5016066	-	-	73.29	69.4658	77.1141	OK
SPAC890.07c	-	-	SPAC890.07c	rmt1	-	I:5015958-5018021	-	-	207.234	195.747	218.721	OK
SPAC890.08	-	-	SPAC890.08	rpl31	-	I:5018029-5018674	-	-	5072.5	5003.16	5141.83	OK
SPAC8C9.03	-	-	SPAC8C9.03	cgs1	-	I:3642971-3645636	-	-	35.6065	33.3837	37.8293	OK
SPAC8C9.04	-	-	SPAC8C9.04	-	-	I:3646173-3648784	-	-	96.8403	91.5279	102.153	OK
SPAC8C9.05	-	-	SPAC8C9.05	-	-	I:3649372-3650629	-	-	108.729	100.031	117.428	OK
SPAC8C9.06c	-	-	SPAC8C9.06c	ppr4	-	I:3649466-3654558	-	-	16.5459	15.3216	17.7702	OK
SPAC8C9.07	-	-	SPAC8C9.07	-	-	I:3654212-3654875	-	-	145.867	134.335	157.399	OK
SPAC8C9.08	-	-	SPAC8C9.08	rps5	-	I:3655123-3656213	-	-	701.574	667.578	735.57	OK
SPAC8C9.09c	-	-	SPAC8C9.09c	mug129	-	I:3656196-3657691	-	-	60.4796	55.9506	65.0087	OK
SPAC8C9.10c	-	-	SPAC8C9.10c	rrp14	-	I:3657810-3659118	-	-	62.1705	57.1442	67.1968	OK
SPAC8C9.11	-	-	SPAC8C9.11	fra2	-	I:3658389-3659824	-	-	25.1063	22.0264	28.1861	OK
SPAC8C9.12c	-	-	SPAC8C9.12c	-	-	I:3661061-3663364	-	-	37.8562	35.5241	40.1883	OK
SPAC8C9.14	-	-	SPAC8C9.14	prr1	-	I:3665911-3669087	-	-	134.721	130.145	139.298	OK
SPAC8C9.15c	-	-	SPAC8C9.15c	tif225	-	I:3669129-3671512	-	-	124.668	120.375	128.96	OK
SPAC8C9.16c	-	-	SPAC8C9.16c	mug63	-	I:3671925-3673470	-	-	11.7569	10.1174	13.3964	OK
SPAC8C9.17c	-	-	SPAC8C9.17c	spc34	-	I:3673698-3675221	-	-	34.9519	31.7634	38.1403	OK
SPAC8C9.19	-	-	SPAC8C9.19	-	-	I:3660429-3660717	-	-	36.0891	14.3266	57.8517	OK
SPAC8E11.01c	-	-	SPAC8E11.01c	-	-	I:3385898-3388219	-	-	18.6437	16.8322	20.4552	OK
SPAC8E11.02c	-	-	SPAC8E11.02c	rad24	-	I:3384189-3385685	-	-	1209.55	1155.67	1263.44	OK
SPAC8E11.03c	-	-	SPAC8E11.03c	dmc1	-	I:3382273-3383404	-	-	2.71375	1.70799	3.71951	OK
SPAC8E11.04c	-	-	SPAC8E11.04c	-	-	I:3380523-3381918	-	-	46.9941	42.4301	51.558	OK
SPAC8E11.05c	-	-	SPAC8E11.05c	-	-	I:3378216-3380590	-	-	50.3405	46.9653	53.7157	OK
SPAC8E11.06	-	-	SPAC8E11.06	-	-	I:3377900-3378094	-	-	206.02	39.5306	372.509	OK
SPAC8E11.07c	-	-	SPAC8E11.07c	alp31	-	I:3377095-3378081	-	-	82.6312	75.1462	90.1161	OK
SPAC8E11.08c	-	-	SPAC8E11.08c	-	-	I:3375515-3376823	-	-	2.7066	1.82956	3.58363	OK
SPAC8E11.10	-	-	SPAC8E11.10	-	-	I:3372748-3375005	-	-	172.729	163.989	181.469	OK
