tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
SPNCRNA.923	-	-	SPNCRNA.923	-	-	I:3635142-3635859	-	-	11.0542	8.43609	13.6723	OK
SPAC1142.05	-	-	SPAC1142.05	ctr5	-	I:3635292-3636572	-	-	50.6312	46.305	54.9573	OK
SPAC1142.06	-	-	SPAC1142.06	get3	-	I:3636684-3638390	-	-	210.397	203.907	216.887	OK
SPAC1142.07c	-	-	SPAC1142.07c	vps32	-	I:3638556-3639824	-	-	67.9817	62.5175	73.4458	OK
SPNCRNA.924	-	-	SPNCRNA.924	-	-	I:3639472-3639914	-	-	16.2471	11.6128	20.8814	OK
SPAC1142.08	-	-	SPAC1142.08	fhl1	-	I:3639859-3642338	-	-	30.4736	28.0922	32.8551	OK
SPAC1142.09	-	-	SPAC1142.09	-	-	I:3642497-3642845	-	-	1.53395	0	3.3052	OK
SPAC8C9.03	-	-	SPAC8C9.03	cgs1	-	I:3642971-3645636	-	-	35.6217	33.3979	37.8455	OK
SPNCRNA.925	-	-	SPNCRNA.925	SPAC8C9.04-antisense-1	-	I:3645888-3649035	-	-	7.31971	6.39631	8.24311	OK
SPAC8C9.04	-	-	SPAC8C9.04	-	-	I:3646173-3648784	-	-	96.8817	91.567	102.196	OK
SPAC8C9.05	-	-	SPAC8C9.05	-	-	I:3649372-3650629	-	-	108.776	100.073	117.478	OK
SPAC8C9.07	-	-	SPAC8C9.07	-	-	I:3654212-3654875	-	-	145.93	134.393	157.466	OK
SPAC8C9.06c	-	-	SPAC8C9.06c	ppr4	-	I:3649466-3654558	-	-	16.553	15.3282	17.7778	OK
SPAC8C9.08	-	-	SPAC8C9.08	rps5	-	I:3655123-3656213	-	-	701.874	667.863	735.885	OK
SPAC8C9.09c	-	-	SPAC8C9.09c	mug129	-	I:3656196-3657691	-	-	60.5055	55.9745	65.0365	OK
SPAC8C9.10c	-	-	SPAC8C9.10c	rrp14	-	I:3657810-3659118	-	-	62.197	57.1686	67.2255	OK
SPAC8C9.11	-	-	SPAC8C9.11	fra2	-	I:3658389-3659824	-	-	25.117	22.0359	28.1981	OK
SPNCRNA.228	-	-	SPNCRNA.228	-	-	I:3659523-3660197	-	-	46.9679	40.6912	53.2447	OK
SPAC8C9.19	-	-	SPAC8C9.19	-	-	I:3660429-3660717	-	-	36.1045	14.3327	57.8764	OK
SPAC8C9.12c	-	-	SPAC8C9.12c	-	-	I:3661061-3663364	-	-	37.8723	35.5393	40.2054	OK
SPAC8C9.14	-	-	SPAC8C9.14	prr1	-	I:3665911-3669087	-	-	134.779	130.2	139.358	OK
SPAC8C9.15c	-	-	SPAC8C9.15c	tif225	-	I:3669129-3671512	-	-	124.721	120.426	129.015	OK
SPAC8C9.16c	-	-	SPAC8C9.16c	mug63	-	I:3671925-3673470	-	-	11.7619	10.1217	13.4021	OK
SPAC15A10.01	-	-	SPAC15A10.01	atm1	-	I:3673617-3677834	-	-	30.0316	28.0775	31.9856	OK
SPAC8C9.17c	-	-	SPAC8C9.17c	spc34	-	I:3673698-3675221	-	-	34.9668	31.777	38.1566	OK
SPAC15A10.02	-	-	SPAC15A10.02	taf12	-	I:3677957-3680028	-	-	77.099	73.5845	80.6135	OK
SPAC15A10.03c	-	-	SPAC15A10.03c	rad54	-	I:3680359-3683268	-	-	22.5076	20.9198	24.0954	OK
SPAC15A10.04c	-	-	SPAC15A10.04c	zpr1	-	I:3683596-3685385	-	-	167.455	161.834	173.076	OK
SPNCRNA.926	-	-	SPNCRNA.926	mug182-antisense-1	-	I:3685388-3686940	-	-	3.1609	2.2892	4.03261	OK
SPAC15A10.05c	-	-	SPAC15A10.05c	mug182	-	I:3685632-3686831	-	-	3.1365	1.99345	4.27955	OK
SPAC15A10.17	-	-	SPAC15A10.17	coa2	-	I:3688044-3688305	-	-	166.042	139.107	192.978	OK
SPAC15A10.06	-	-	SPAC15A10.06	-	-	I:3688459-3691125	-	-	25.6499	23.5772	27.7225	OK
SPAC15A10.07	-	-	SPAC15A10.07	-	-	I:3691306-3692572	-	-	35.2539	32.0768	38.4311	OK
SPNCRNA.927	-	-	SPNCRNA.927	ain1-antisense-1	-	I:3692694-3694745	-	-	1.61939	1.09286	2.14592	OK
SPAC15A10.09c	-	-	SPAC15A10.09c	pun1	-	I:3694973-3696517	-	-	20.3058	17.9976	22.614	OK
SPAC15A10.08	-	-	SPAC15A10.08	ain1	-	I:3692790-3695013	-	-	53.9949	50.2566	57.7332	OK
SPAC15A10.10	-	-	SPAC15A10.10	mde6	-	I:3696548-3700027	-	-	7.60757	6.67891	8.53623	OK
SPNCRNA.928	-	-	SPNCRNA.928	meu16	-	I:3697472-3700084	-	-	3.97553	3.24581	4.70525	OK
SPATRNACYS.03	-	-	SPATRNACYS.03	-	-	I:3700664-3700737	-	-	453.819	0	907.857	OK
SPATRNAPHE.01	-	-	SPATRNAPHE.01	-	-	I:3701555-3701628	-	-	567.274	11.4613	1123.09	OK
SPAC15A10.11	-	-	SPAC15A10.11	ubr11	-	I:3702493-3709127	-	-	74.2374	70.6465	77.8284	OK
SPAC15A10.12c	-	-	SPAC15A10.12c	-	-	I:3708973-3710234	-	-	46.9732	42.546	51.4005	OK
SPAC15A10.13	-	-	SPAC15A10.13	ppk3	-	I:3710526-3713927	-	-	22.0312	20.2568	23.8056	OK
SPNCRNA.229	-	-	SPNCRNA.229	-	-	I:3710908-3711379	-	-	8.59138e-08	0	0.557402	OK
SPAC15A10.15	-	-	SPAC15A10.15	sgo2	-	I:3714083-3716585	-	-	36.3131	33.577	39.0493	OK
SPATRNAVAL.04	-	-	SPATRNAVAL.04	-	-	I:3710738-3710821	-	-	902.562	406.844	1398.28	OK
SPNCRNA.929	-	-	SPNCRNA.929	-	-	I:3710889-3711593	-	-	2.83518	1.50052	4.16984	OK
SPNCRNA.930	-	-	SPNCRNA.930	-	-	I:3711919-3716625	-	-	1.79468	1.43673	2.15263	OK
SPAC15A10.16	-	-	SPAC15A10.16	bud6	-	I:3716642-3720963	-	-	55.7844	53.7708	57.798	OK
SPAC15E1.02c	-	-	SPAC15E1.02c	-	-	I:3721256-3721816	-	-	11.3034	8.19124	14.4155	OK
SPAC15E1.03	-	-	SPAC15E1.03	rpl42	-	I:3722413-3723074	-	-	1241.47	1204.11	1278.83	OK
SPAC15E1.04	-	-	SPAC15E1.04	hal3	-	I:3723773-3725936	-	-	59.3192	55.4167	63.2217	OK
SPAC15E1.06	-	-	SPAC15E1.06	vps29	-	I:3727302-3728410	-	-	49.8297	45.0718	54.5877	OK
SPAC15E1.05c	-	-	SPAC15E1.05c	ect1	-	I:3725836-3727355	-	-	64.9273	59.917	69.9376	OK
SPAC15E1.07c	-	-	SPAC15E1.07c	moa1	-	I:3728515-3729034	-	-	2.83723	1.19294	4.48152	OK
SPAC15E1.08	-	-	SPAC15E1.08	naa10	-	I:3729738-3731015	-	-	114.856	105.794	123.918	OK
SPAC15E1.09	-	-	SPAC15E1.09	grx2	-	I:3731076-3732340	-	-	40.3332	35.7714	44.895	OK
SPAC15E1.10	-	-	SPAC15E1.10	-	-	I:3732273-3733363	-	-	13.1219	10.9231	15.3208	OK
SPNCRNA.931	-	-	SPNCRNA.931	grx2-antisense-1	-	I:3731312-3732279	-	-	3.42606	2.23521	4.61691	OK
SPNCRNA.932	-	-	SPNCRNA.932	SPAC15E1.10-antisense-1	-	I:3732640-3733195	-	-	0.424582	0	1.15998	OK
SPAP7G5.02c	-	-	SPAP7G5.02c	gua2	-	I:3733591-3735652	-	-	331.909	323.959	339.859	OK
SPNCRNA.524	-	-	SPNCRNA.524	-	-	I:3735862-3735954	-	-	0	0	0	OK
SPATRNAARG.02	-	-	SPATRNAARG.02	-	-	I:3736519-3736592	-	-	12911.7	10334.6	15488.9	OK
SPAP7G5.03	-	-	SPAP7G5.03	prm1	-	I:3736524-3743579	-	-	13.9094	12.9318	14.887	OK
SPAP7G5.04c	-	-	SPAP7G5.04c	lys1	-	I:3739075-3743492	-	-	228.603	218.336	238.87	OK
SPNCRNA.933	-	-	SPNCRNA.933	rpl1002-antisense-1	-	I:3744010-3745649	-	-	22.4013	20.0299	24.7726	OK
SPAP7G5.05	-	-	SPAP7G5.05	rpl1002	-	I:3744042-3744906	-	-	328.808	310.487	347.13	OK
SPNCRNA.934	-	-	SPNCRNA.934	-	-	I:3745763-3748595	-	-	10.4165	9.23476	11.5982	OK
SPNCRNA.935	-	-	SPNCRNA.935	-	-	I:3745777-3748833	-	-	4.90429	4.15146	5.65713	OK
SPAP7G5.06	-	-	SPAP7G5.06	per1	-	I:3748766-3751729	-	-	29.0074	26.8529	31.1619	OK
SPATRNAPHE.02	-	-	SPATRNAPHE.02	-	-	I:3752333-3752406	-	-	567.274	11.4613	1123.09	OK
SPNCRNA.84	-	-	SPNCRNA.84	IRC1-L	-	I:3753159-3753692	-	-	1.84911	0.418814	3.2794	OK
SPNCRNA.230	-	-	SPNCRNA.230	-	-	I:3753729-3754811	-	-	2.60937	1.66187	3.55688	OK
SPNCRNA.231	-	-	SPNCRNA.231	-	-	I:3761022-3762114	-	-	1.99112	1.1668	2.81544	OK
SPNCRNA.232	-	-	SPNCRNA.232	-	-	I:3762864-3763969	-	-	2.57052	1.64716	3.49387	OK
SPATRNAALA.04	-	-	SPATRNAALA.04	-	-	I:3765007-3765081	-	-	879.653	195.541	1563.77	OK
SPATRNAGLU.03	-	-	SPATRNAGLU.03	-	-	I:3765433-3765505	-	-	71158.3	65216.1	77100.5	OK
SPATRNAILE.03	-	-	SPATRNAILE.03	-	-	I:3768289-3768363	-	-	53.4924	0	267.462	OK
SPNCRNA.233	-	-	SPNCRNA.233	-	-	I:3769524-3770016	-	-	0	0	0	OK
SPATRNAILE.04	-	-	SPATRNAILE.04	-	-	I:3773909-3773983	-	-	53.4924	0	267.462	OK
SPNCRNA.333	-	-	SPNCRNA.333	-	-	I:3775472-3775847	-	-	0	0	0	OK
SPNCRNA.396	-	-	SPNCRNA.396	-	-	I:3775853-3776756	-	-	0	0	0	OK
SPATRNAGLU.04	-	-	SPATRNAGLU.04	-	-	I:3776767-3776839	-	-	71037.8	65117.1	76958.5	OK
SPATRNAALA.05	-	-	SPATRNAALA.05	-	-	I:3777191-3777265	-	-	879.653	195.541	1563.77	OK
SPNCRNA.234	-	-	SPNCRNA.234	-	-	I:3786104-3787136	-	-	1.75923	0.952307	2.56616	OK
SPNCRNA.95	-	-	SPNCRNA.95	IRC1-R	-	I:3789399-3789948	-	-	1.76373	0.399476	3.12798	OK
SPAP4C9.02	-	-	SPAP4C9.02	emc5	-	I:3790911-3791756	-	-	79.0091	71.8807	86.1376	OK
SPNCRNA.936	-	-	SPNCRNA.936	rad50-antisense-1	-	I:3791896-3793891	-	-	1.62823	1.09358	2.16289	OK
SPAC1556.01c	-	-	SPAC1556.01c	rad50	-	I:3791752-3796023	-	-	18.7643	17.326	20.2026	OK
SPAC1556.02c	-	-	SPAC1556.02c	sdh1	-	I:3796279-3798526	-	-	445.36	436.896	453.823	OK
SPAC1556.03	-	-	SPAC1556.03	azr1	-	I:3799044-3801693	-	-	27.9142	25.6873	30.1412	OK
SPAC1556.06	-	-	SPAC1556.06	meu1-1	-	I:3802550-3804954	-	-	9.35234	7.45567	11.249	OK
SPAC1556.04c	-	-	SPAC1556.04c	cdd1	-	I:3799091-3801110	-	-	5.35717	4.31907	6.39528	OK
SPAC1556.05c	-	-	SPAC1556.05c	cgr1	-	I:3801219-3804334	-	-	18.7731	17.1409	20.4052	OK
SPAC1556.07	-	-	SPAC1556.07	pmm1	-	I:3805811-3806987	-	-	503.508	489.205	517.81	OK
SPAC1556.08c	-	-	SPAC1556.08c	cbs2	-	I:3807131-3808739	-	-	61.4958	57.523	65.4685	OK
SPAC1F12.02c	-	-	SPAC1F12.02c	-	-	I:3809344-3810099	-	-	3234.46	3192.17	3276.75	OK
SPAC1F12.04c	-	-	SPAC1F12.04c	-	-	I:3811065-3811895	-	-	60.2253	54.8297	65.6209	OK
SPAC1F12.05	-	-	SPAC1F12.05	-	-	I:3812514-3815745	-	-	34.0875	31.76	36.415	OK
SPAC1F12.07	-	-	SPAC1F12.07	-	-	I:3815680-3817165	-	-	279.389	265.273	293.505	OK
SPAC1F12.08	-	-	SPAC1F12.08	-	-	I:3817098-3818568	-	-	17.862	15.5071	20.2168	OK
SPAC1F12.09	-	-	SPAC1F12.09	gpi17	-	I:3818667-3820526	-	-	39.6962	36.4687	42.9237	OK
SPAC1F12.06c	-	-	SPAC1F12.06c	-	-	I:3812961-3815706	-	-	12.1097	10.7846	13.4348	OK
SPNCRNA.937	-	-	SPNCRNA.937	SPAC1F12.08-antisense-1	-	I:3817466-3818781	-	-	4.70875	3.55143	5.86607	OK
SPAC1F12.10c	-	-	SPAC1F12.10c	-	-	I:3820526-3821537	-	-	90.7847	83.9903	97.579	OK
SPAC4H3.01	-	-	SPAC4H3.01	-	-	I:3821681-3824461	-	-	73.8583	69.5417	78.1749	OK
SPNCRNA.938	-	-	SPNCRNA.938	swc3-antisense-1	-	I:3825449-3826227	-	-	0.3901	0	0.910234	OK
SPAC4H3.17	-	-	SPAC4H3.17	-	-	I:3822104-3822365	-	-	1.09238	0	4.19953	OK
SPAC4H3.02c	-	-	SPAC4H3.02c	swc3	-	I:3824389-3825972	-	-	17.0762	14.9696	19.1828	OK
SPAC4H3.03c	-	-	SPAC4H3.03c	-	-	I:3826455-3829377	-	-	1.15577	0.796296	1.51525	OK
SPRRNA.17	-	-	SPRRNA.17	-	-	I:3830379-3830498	-	-	9.14561	0	42.0698	OK
SPAC4H3.04c	-	-	SPAC4H3.04c	-	-	I:3830804-3832278	-	-	2.86931	1.98778	3.75084	OK
SPAC4H3.05	-	-	SPAC4H3.05	srs2	-	I:3832331-3835740	-	-	17.02	15.5379	18.502	OK
SPNCRNA.939	-	-	SPNCRNA.939	SPAC4H3.16-antisense-1	-	I:3835807-3836869	-	-	6.87839	5.2824	8.47437	OK
SPAC4H3.16	-	-	SPAC4H3.16	-	-	I:3833486-3836171	-	-	17.1438	15.5044	18.7832	OK
SPAC4H3.06	-	-	SPAC4H3.06	-	-	I:3837305-3839626	-	-	14.1283	12.534	15.7226	OK
SPAC4H3.07c	-	-	SPAC4H3.07c	-	-	I:3838659-3839443	-	-	177.522	162.963	192.081	OK
SPNCRNA.940	-	-	SPNCRNA.940	-	-	I:3840749-3841441	-	-	0.152878	0	0.458634	OK
SPAC4H3.08	-	-	SPAC4H3.08	-	-	I:3841497-3843136	-	-	3.59462	2.71633	4.47291	OK
SPAC4H3.09	-	-	SPAC4H3.09	-	-	I:3843365-3844124	-	-	105.049	94.6096	115.489	OK
SPAC4H3.10c	-	-	SPAC4H3.10c	pyk1	-	I:3844742-3846645	-	-	1833.47	1815.36	1851.59	OK
SPNCRNA.941	-	-	SPNCRNA.941	-	-	I:3846747-3847768	-	-	3.9269	2.44589	5.40791	OK
SPNCRNA.236	-	-	SPNCRNA.236	-	-	I:3846892-3847670	-	-	5.33786	3.29009	7.38563	OK
SPAC4H3.11c	-	-	SPAC4H3.11c	ppc89	-	I:3847957-3850921	-	-	38.1567	36.1115	40.2018	OK
SPNCRNA.510	-	-	SPNCRNA.510	-	-	I:3851005-3851107	-	-	2675.25	2014.24	3336.27	OK
SPNCRNA.942	-	-	SPNCRNA.942	-	-	I:3851023-3851310	-	-	196.598	168.048	225.149	OK
SPAC4H3.12c	-	-	SPAC4H3.12c	-	-	I:3851645-3852219	-	-	18.9348	14.9061	22.9634	OK
SPSNORNA.30	-	-	SPSNORNA.30	snr62	-	I:3851767-3851841	-	-	0.021467	0	213.991	OK
SPAC4H3.13	-	-	SPAC4H3.13	pcc1	-	I:3852886-3853574	-	-	35.7221	30.3374	41.1067	OK
SPAC4H3.14c	-	-	SPAC4H3.14c	rng8	-	I:3853570-3854963	-	-	51.8877	47.5839	56.1916	OK
SPAC1071.01c	-	-	SPAC1071.01c	pta1	-	I:3855384-3857994	-	-	49.7354	47.2423	52.2285	OK
SPAC1071.02	-	-	SPAC1071.02	mms19	-	I:3858240-3861822	-	-	50.4166	47.3892	53.4441	OK
SPAC1071.03c	-	-	SPAC1071.03c	sil1	-	I:3860906-3862735	-	-	55.3966	51.4439	59.3492	OK
SPAC1071.04c	-	-	SPAC1071.04c	spc2	-	I:3863000-3863504	-	-	43.4347	36.7788	50.0906	OK
SPNCRNA.237	-	-	SPNCRNA.237	-	-	I:3863703-3864395	-	-	1.07015	0.205337	1.93495	OK
SPAC1071.05	-	-	SPAC1071.05	-	-	I:3864466-3866158	-	-	99.7309	93.6179	105.844	OK
SPNCRNA.943	-	-	SPNCRNA.943	-	-	I:3863739-3864474	-	-	6.88613	4.83002	8.94225	OK
SPAC1071.06	-	-	SPAC1071.06	arp9	-	I:3866535-3868410	-	-	64.0301	59.7095	68.3507	OK
SPAC1071.08	-	-	SPAC1071.08	rpp203	-	I:3869081-3869610	-	-	2429.32	2314.33	2544.32	OK
SPAC1071.07c	-	-	SPAC1071.07c	rps1502	-	I:3868309-3869076	-	-	824.833	784.797	864.869	OK
SPAC1071.09c	-	-	SPAC1071.09c	-	-	I:3869016-3871602	-	-	30.8325	28.4728	33.1921	OK
SPAC1071.10c	-	-	SPAC1071.10c	pma1	-	I:3871641-3876176	-	-	1260.12	1207.32	1312.93	OK
SPNCRNA.92	-	-	SPNCRNA.92	-	-	I:3875655-3876105	-	-	149.661	134.727	164.596	OK
SPNCRNA.944	-	-	SPNCRNA.944	-	-	I:3876713-3877850	-	-	8.32838	6.64097	10.0158	OK
SPNCRNA.93	-	-	SPNCRNA.93	-	-	I:3876756-3877223	-	-	1.13166	0	2.41083	OK
SPAC1071.13	-	-	SPAC1071.13	-	-	I:3878006-3881812	-	-	10.1716	9.12657	11.2166	OK
SPNCRNA.94	-	-	SPNCRNA.94	-	-	I:3879507-3880008	-	-	15.3479	10.3563	20.3395	OK
SPNCRNA.945	-	-	SPNCRNA.945	-	-	I:3879033-3880272	-	-	5.55941	4.25181	6.86701	OK
SPAC1071.11	-	-	SPAC1071.11	-	-	I:3882009-3884256	-	-	18.2652	16.4483	20.0822	OK
SPAC1071.12c	-	-	SPAC1071.12c	stp1	-	I:3883444-3884346	-	-	34.8765	30.7165	39.0365	OK
SPAC926.02	-	-	SPAC926.02	-	-	I:3884438-3887309	-	-	9.59204	8.44153	10.7426	OK
SPAC926.03	-	-	SPAC926.03	rlc1	-	I:3887242-3888497	-	-	41.5213	37.6503	45.3923	OK
SPNCRNA.946	-	-	SPNCRNA.946	SPAC926.02-antisense-1	-	I:3884813-3886550	-	-	10.0677	8.58523	11.5501	OK
SPAC926.10	-	-	SPAC926.10	new9	-	I:3886096-3886270	-	-	14.7673	0	35.068	OK
SPAC926.04c	-	-	SPAC926.04c	hsp90	-	I:3888557-3891157	-	-	1663.41	1648.86	1677.96	OK
SPRRNA.18	-	-	SPRRNA.18	-	-	I:3891661-3891784	-	-	8.00732	0	37.1248	OK
SPAC926.05c	-	-	SPAC926.05c	dph4	-	I:3892008-3892831	-	-	51.4767	45.8554	57.098	OK
SPNCRNA.947	-	-	SPNCRNA.947	dph4-antisense-1	-	I:3892031-3892999	-	-	9.97147	7.93019	12.0127	OK
SPAC926.06c	-	-	SPAC926.06c	-	-	I:3893232-3895794	-	-	48.7173	46.2274	51.2072	OK
SPAC926.07c	-	-	SPAC926.07c	dlc2	-	I:3896265-3897252	-	-	56.3828	50.8205	61.9451	OK
SPAC926.08c	-	-	SPAC926.08c	-	-	I:3898265-3899709	-	-	132.188	126.167	138.209	OK
SPAC926.09c	-	-	SPAC926.09c	fas1	-	I:3900129-3907056	-	-	468.407	463.809	473.005	OK
SPAC323.01c	-	-	SPAC323.01c	pos5	-	I:3907438-3908904	-	-	30.9941	28.2118	33.7764	OK
SPAC323.02c	-	-	SPAC323.02c	pup2	-	I:3909253-3910426	-	-	174.325	165.863	182.786	OK
SPAC323.03c	-	-	SPAC323.03c	-	-	I:3910534-3912648	-	-	14.5497	12.9729	16.1265	OK
SPAC323.04	-	-	SPAC323.04	-	-	I:3912695-3914761	-	-	101.84	95.7256	107.954	OK
SPNCRNA.948	-	-	SPNCRNA.948	SPAC323.05c-antisense-1	-	I:3914873-3915677	-	-	3.11032	1.84076	4.37988	OK
SPAC323.05c	-	-	SPAC323.05c	-	-	I:3913471-3915606	-	-	36.4515	33.5216	39.3814	OK
SPAC323.06c	-	-	SPAC323.06c	uba5	-	I:3915559-3917711	-	-	9.48126	8.07245	10.8901	OK
SPAC323.07c	-	-	SPAC323.07c	-	-	I:3917635-3920119	-	-	56.0049	52.3935	59.6163	OK
SPAC323.08	-	-	SPAC323.08	-	-	I:3921017-3921711	-	-	21.7726	18.1312	25.414	OK
SPAC2F3.01	-	-	SPAC2F3.01	imt1	-	I:3922353-3923496	-	-	37.5569	34.0827	41.0311	OK
SPAC2F3.17c	-	-	SPAC2F3.17c	lsm6	-	I:3923585-3924176	-	-	308.774	288.537	329.011	OK
SPAC2F3.02	-	-	SPAC2F3.02	-	-	I:3924623-3927430	-	-	26.7509	24.6638	28.8379	OK
SPAC2F3.03c	-	-	SPAC2F3.03c	rpa49	-	I:3925532-3927349	-	-	151.526	143.298	159.754	OK
SPAC2F3.04c	-	-	SPAC2F3.04c	rim1	-	I:3927450-3928579	-	-	42.8137	38.8851	46.7422	OK
SPAC2F3.05c	-	-	SPAC2F3.05c	-	-	I:3928624-3929950	-	-	11.4568	9.6972	13.2164	OK
SPAC2F3.06c	-	-	SPAC2F3.06c	kap104	-	I:3930532-3934174	-	-	121.633	118.305	124.961	OK
SPAC2F3.08	-	-	SPAC2F3.08	sut1	-	I:3935123-3938149	-	-	7.0372	6.09641	7.97799	OK
SPNCRNA.950	-	-	SPNCRNA.950	-	-	I:3938841-3939103	-	-	69.126	51.3126	86.9394	OK
SPAC2F3.09	-	-	SPAC2F3.09	hem1	-	I:3939597-3942086	-	-	107.091	101.277	112.905	OK
SPAC2F3.07c	-	-	SPAC2F3.07c	-	-	I:3935527-3935833	-	-	0	0	0	OK
SPNCRNA.949	-	-	SPNCRNA.949	sut1-antisense-1	-	I:3936948-3940336	-	-	10.6657	9.56284	11.7687	OK
SPAC2F3.18c	-	-	SPAC2F3.18c	-	-	I:3942039-3942965	-	-	113.622	103.89	123.354	OK
SPAC2F3.10	-	-	SPAC2F3.10	vps54	-	I:3943041-3946427	-	-	26.211	24.6366	27.7853	OK
SPAC2F3.11	-	-	SPAC2F3.11	-	-	I:3946545-3947987	-	-	95.2397	88.9368	101.543	OK
SPAC2F3.13c	-	-	SPAC2F3.13c	-	-	I:3947884-3950224	-	-	40.1575	36.1737	44.1412	OK
SPAC2F3.12c	-	-	SPAC2F3.12c	plp1	-	I:3947911-3949019	-	-	97.5883	90.0312	105.145	OK
SPAC2F3.14c	-	-	SPAC2F3.14c	saf2	-	I:3950395-3951679	-	-	30.1695	27.2607	33.0782	OK
SPNCRNA.239	-	-	SPNCRNA.239	-	-	I:3951824-3952600	-	-	2.74022	1.54429	3.93616	OK
SPNCRNA.240	-	-	SPNCRNA.240	-	-	I:3953280-3953856	-	-	11.0196	7.95551	14.0836	OK
SPAC2F3.15	-	-	SPAC2F3.15	lsk1	-	I:3953831-3956869	-	-	35.143	32.6699	37.6161	OK
SPAC2F3.16	-	-	SPAC2F3.16	-	-	I:3957084-3959427	-	-	47.3254	44.6316	50.0191	OK
SPAC11G7.01	-	-	SPAC11G7.01	-	-	I:3959726-3962914	-	-	45.4959	43.3601	47.6317	OK
SPAC11G7.02	-	-	SPAC11G7.02	pub1	-	I:3963057-3966172	-	-	132.397	128.534	136.261	OK
SPAC11G7.03	-	-	SPAC11G7.03	idh1	-	I:3966739-3968132	-	-	87.2506	82.5315	91.9697	OK
SPAC11G7.04	-	-	SPAC11G7.04	ubi1	-	I:3968931-3969558	-	-	1165.69	1109.57	1221.8	OK
SPAC11G7.05c	-	-	SPAC11G7.05c	-	-	I:3969365-3971294	-	-	13.0037	11.3934	14.6139	OK
SPAC11G7.06c	-	-	SPAC11G7.06c	mug132	-	I:3971563-3974699	-	-	7.34716	6.4203	8.27401	OK
SPNCRNA.952	-	-	SPNCRNA.952	trm5-antisense-1	-	I:3974634-3976212	-	-	2.14905	1.45231	2.84579	OK
SPAPB18E9.02c	-	-	SPAPB18E9.02c	ppk18	-	I:3976251-3982149	-	-	28.826	27.0756	30.5763	OK
SPAPB18E9.04c	-	-	SPAPB18E9.04c	-	-	I:3982324-3985104	-	-	12.7461	11.4093	14.083	OK
SPAPB18E9.01	-	-	SPAPB18E9.01	trm5	-	I:3974309-3976265	-	-	60.8933	56.3956	65.391	OK
SPNCRNA.953	-	-	SPNCRNA.953	-	-	I:3981076-3982894	-	-	7.27282	6.0613	8.48435	OK
SPAPB18E9.05c	-	-	SPAPB18E9.05c	-	-	I:3986647-3986920	-	-	355.501	318.424	392.578	OK
SPAPB15E9.01c	-	-	SPAPB15E9.01c	pfl2	-	I:3987032-3991388	-	-	429.218	410.65	447.785	OK
SPAPB15E9.02c	-	-	SPAPB15E9.02c	-	-	I:3991829-3994099	-	-	11.4019	10.0207	12.7831	OK
SPNCRNA.954	-	-	SPNCRNA.954	SPAPB15E9.02c-antisense-1	-	I:3991341-3993560	-	-	8.25151	7.08028	9.42274	OK
SPAPB15E9.06	-	-	SPAPB15E9.06	-	-	I:3993494-3995104	-	-	2.74666	1.96523	3.52809	OK
SPAPB15E9.03c	-	-	SPAPB15E9.03c	Tf2-5	-	I:3996422-4000424	-	-	13.0489	12.0263	14.0715	OK
SPAC27E2.01	-	-	SPAC27E2.01	-	-	I:4001692-4003982	-	-	13.5011	12.0417	14.9604	OK
SPAC27E2.02	-	-	SPAC27E2.02	-	-	I:4004220-4005792	-	-	44.7592	40.9242	48.5942	OK
SPNCRNA.955	-	-	SPNCRNA.955	SPAC27E2.02-antisense-1	-	I:4004552-4005632	-	-	4.51996	3.24357	5.79635	OK
SPAC27E2.03c	-	-	SPAC27E2.03c	-	-	I:4005716-4007722	-	-	498.465	475.35	521.58	OK
SPNCRNA.53	-	-	SPNCRNA.53	prl53	-	I:4008053-4009905	-	-	2414.9	2312.86	2516.93	OK
SPAC27E2.11c	-	-	SPAC27E2.11c	-	-	I:4008074-4010224	-	-	268.409	254.267	282.55	OK
SPAC27E2.13	-	-	SPAC27E2.13	-	-	I:4008510-4008693	-	-	347.297	275.447	419.146	OK
SPAC27E2.04c	-	-	SPAC27E2.04c	mug155	-	I:4010591-4011430	-	-	2.35144	1.27032	3.43256	OK
SPAC27E2.12	-	-	SPAC27E2.12	-	-	I:4010912-4011317	-	-	0	0	0	OK
SPAC27E2.14	-	-	SPAC27E2.14	-	-	I:4012417-4012891	-	-	25.7906	19.8388	31.7424	OK
SPAC27E2.05	-	-	SPAC27E2.05	cdc1	-	I:4015049-4016557	-	-	43.3588	39.6509	47.0668	OK
SPAC27E2.06c	-	-	SPAC27E2.06c	-	-	I:4016533-4018850	-	-	19.0762	17.2386	20.9139	OK
SPAC27E2.07	-	-	SPAC27E2.07	pvg2	-	I:4019872-4022054	-	-	21.1396	19.3277	22.9515	OK
SPAC27E2.08	-	-	SPAC27E2.08	Tf2-6	-	I:4022491-4026493	-	-	13.0386	12.0166	14.0607	OK
SPAC27E2.09	-	-	SPAC27E2.09	mak2	-	I:4027001-4034337	-	-	33.3295	31.5086	35.1505	OK
SPAC27E2.10c	-	-	SPAC27E2.10c	rfc3	-	I:4034144-4035920	-	-	41.9322	38.1135	45.7509	OK
SPAPJ698.02c	-	-	SPAPJ698.02c	rps002	-	I:4036532-4037624	-	-	1706.61	1682.35	1730.88	OK
